ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,LoyalClass,LoyalSpend,LoyalTime,TargetBuy
8551456,8.0,70.0,B,F,South East,London,Gold,18000.0,3.0,1
8554951,11.0,33.0,C,F,Midlands,Wales & West,Tin,0.009999999999999998,8.0,0
8555885,8.0,64.0,C,F,Midlands,Wales & West,Gold,6053.349999999999,5.0,0
8559589,9.0,38.0,C,F,Midlands,Wales & West,Tin,0.009999999999999998,4.0,1
8560668,10.0,46.0,F,M,South West,S West,Silver,3000.0,3.0,0
8563918,6.0,76.0,D,M,South East,London,Silver,2500.0,21.0,0
8568839,12.0,58.0,B,F,South East,S & S East,Tin,0.009999999999999998,4.0,1
8570507,17.0,50.0,E,F,North,Yorkshire,Silver,5000.0,2.0,1
8575789,14.0,52.0,F,F,Midlands,East,Tin,0.009999999999999998,9.0,0
8577692,8.0,43.0,C,F,South East,London,Gold,11500.0,8.0,0
8583927,12.0,29.0,A,F,South East,London,Silver,3000.0,8.0,1
8587388,7.0,60.0,E,F,South East,London,Tin,0.009999999999999998,13.0,0
8591113,12.0,25.0,A,F,South East,London,Tin,0.009999999999999998,5.0,1
8596433,6.0,60.0,F,F,North,N West,Silver,3050.0,8.0,0
8599491,13.0,43.0,F,F,North,Yorkshire,Tin,0.009999999999999998,5.0,1
8599661,6.0,71.0,C,M,North,Yorkshire,Gold,11000.0,4.0,0
8600309,8.0,78.0,D,F,South East,London,Gold,17920.0,5.0,1
8601836,3.0,62.0,C,M,Midlands,Midlands,Gold,6053.349999999999,5.0,0
8602727,11.0,30.0,C,F,South East,London,Silver,2267.1,2.0,1
8604665,6.0,60.0,E,F,Midlands,Midlands,Silver,0.019999999999999997,6.0,0
8604789,8.0,41.0,E,F,Midlands,Wales & West,Silver,600.0,7.0,1
8608873,14.0,77.0,F,F,Scottish,Border,Gold,6000.0,2.0,0
8611467,11.0,76.0,C,F,Midlands,East,Gold,10000.0,2.0,0
8612544,10.0,55.0,F,M,North,N West,Silver,150.01,4.0,0
8613656,9.0,41.0,F,F,Midlands,Midlands,Gold,18421.25,8.0,0
8616078,14.0,38.0,C,M,South East,S & S East,Tin,0.009999999999999998,8.0,1
8616515,10.0,68.0,C,F,Midlands,Midlands,Tin,0.009999999999999998,8.0,1
8617007,10.0,53.0,B,U,Midlands,East,Silver,50.0,10.0,0
8618135,12.0,32.0,F,F,Midlands,Wales & West,Silver,0.019999999999999997,4.0,1
8618569,9.0,39.0,F,F,South East,S & S East,Tin,0.009999999999999998,4.0,1
8619654,7.0,54.0,E,F,South East,S & S East,Platinum,22053.34,4.0,0
8620695,6.0,61.0,D,F,Midlands,East,Tin,0.009999999999999998,11.0,1
8621357,12.0,53.0,D,M,Midlands,Wales & West,Tin,0.009999999999999998,8.0,0
8623023,15.0,52.0,B,F,South East,S & S East,Gold,6107.639999999999,7.0,1
8623279,9.0,55.0,C,F,Midlands,East,Gold,12053.82,10.0,1
8624267,11.0,51.0,C,M,Scottish,N Scot,Gold,5770.8099999999995,22.0,0
8628475,10.0,62.0,A,F,South East,London,Silver,2000.0,11.0,0
8629668,9.0,59.0,D,F,South East,S & S East,Silver,1420.0,5.0,0
8630577,7.0,72.0,C,F,Midlands,East,Platinum,20105.32,7.0,0
8630844,13.0,72.0,D,F,Scottish,C Scotland,Gold,10000.0,2.0,1
8632391,7.0,76.0,B,M,South East,London,Platinum,26107.64,8.0,0
8635447,12.0,45.0,B,U,North,N East,Gold,6000.0,5.0,0
8635692,10.0,47.0,D,F,South East,London,Tin,0.009999999999999998,9.0,0
8636044,10.0,53.0,F,M,South East,S & S East,Gold,9500.0,6.0,1
8636923,9.0,50.0,D,F,South West,S West,Silver,3000.0,3.0,1
8637644,9.0,45.0,D,F,Midlands,Midlands,Tin,0.009999999999999998,8.0,0
8639353,12.0,70.0,D,F,Midlands,Wales & West,Silver,3000.0,8.0,1
8640157,8.0,43.0,F,F,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
8640297,9.0,54.0,D,F,Midlands,Wales & West,Silver,1000.0,4.0,1
8640432,5.0,63.0,F,F,South East,London,Gold,10000.0,4.0,0
8641056,11.0,42.0,C,F,Midlands,Wales & West,Tin,0.009999999999999998,8.0,1
8642400,7.0,58.0,C,M,Midlands,Wales & West,Tin,0.009999999999999998,4.0,0
8642567,6.0,50.0,D,F,Midlands,Wales & West,Tin,0.009999999999999998,4.0,0
8642982,13.0,40.0,D,F,North,Yorkshire,Tin,0.009999999999999998,4.0,1
8644179,13.0,51.0,D,F,Midlands,Wales & West,Silver,600.0,6.0,1
8644667,9.0,78.0,C,F,South East,London,Silver,5000.0,4.0,1
8645124,9.0,44.0,D,F,North,N West,Tin,0.009999999999999998,5.0,0
8645612,11.0,75.0,B,F,South West,S West,Gold,12000.0,13.0,1
8645892,6.0,50.0,C,M,Midlands,Wales & West,Silver,3000.0,4.0,0
8646961,9.0,47.0,B,F,North,N West,Tin,0.009999999999999998,7.0,0
8647259,8.0,44.0,E,M,Midlands,Wales & West,Gold,6000.0,5.0,0
8647410,6.0,49.0,C,U,South East,London,Silver,2308.0699999999997,10.0,0
8649022,13.0,32.0,B,F,Midlands,Midlands,Silver,420.0,4.0,1
8649219,8.0,58.0,F,F,Midlands,Midlands,Gold,5914.33,13.0,1
8650268,15.0,48.0,F,M,South East,London,Silver,1218.2199999999998,2.0,0
8651787,7.0,48.0,D,F,North,N West,Silver,5000.0,1.0,0
8655294,10.0,63.0,B,M,South East,London,Gold,6000.0,1.0,0
8656185,5.0,45.0,C,F,North,N West,Tin,0.009999999999999998,8.0,0
8659052,11.0,56.0,D,M,Midlands,Midlands,Gold,6053.349999999999,9.0,0
8660794,9.0,55.0,F,M,North,N West,Silver,2000.0,1.0,0
8663580,6.0,25.0,F,F,North,N West,Gold,9000.0,1.0,0
8664536,12.0,45.0,D,F,South East,London,Tin,0.009999999999999998,5.0,0
8665206,4.0,71.0,D,F,South East,S & S East,Silver,2000.0,4.0,0
8665850,10.0,55.0,D,F,Midlands,Wales & West,Silver,5000.0,5.0,0
8667187,15.0,46.0,C,U,North,Yorkshire,Tin,0.009999999999999998,5.0,0
8667322,10.0,75.0,F,F,South West,S West,Silver,3000.0,8.0,1
8667659,4.0,44.0,F,F,North,N West,Tin,0.009999999999999998,8.0,0
8669325,6.0,77.0,B,F,South East,London,Silver,100.0,7.0,0
8669759,4.0,62.0,C,F,Midlands,Wales & West,Silver,3000.01,8.0,0
8670846,11.0,63.0,E,F,North,N West,Tin,0.009999999999999998,10.0,1
8671354,8.0,54.0,E,F,Midlands,Midlands,Silver,524.01,8.0,0
8672083,7.0,56.0,C,F,Scottish,C Scotland,Silver,2000.0,1.0,0
8672954,11.0,58.0,B,F,South East,S & S East,Tin,0.009999999999999998,12.0,0
8673284,3.0,48.0,F,F,Midlands,Midlands,Silver,3000.0,3.0,0
8674892,6.0,53.0,D,M,Midlands,Midlands,Tin,0.009999999999999998,8.0,0
8675120,8.0,73.0,F,F,Midlands,East,Silver,2800.0,3.0,0
8679266,5.0,60.0,A,F,Midlands,Midlands,Gold,6053.349999999999,7.0,0
8693897,8.0,50.0,F,F,Midlands,Midlands,Silver,1000.0,4.0,0
8698511,8.0,40.0,B,F,South East,London,Silver,5000.0,8.0,0
8702497,5.0,50.0,C,M,South East,London,Tin,0.009999999999999998,5.0,0
8721483,5.0,66.0,B,F,South East,London,Gold,17000.0,8.0,0
8721637,7.0,64.0,B,M,South East,S & S East,Silver,3000.0,11.0,0
8733074,12.0,49.0,E,M,North,Yorkshire,Silver,700.0,11.0,0
8735980,20.0,31.0,B,F,Midlands,East,Silver,1000.0,5.0,1
8743169,11.0,69.0,A,M,Scottish,C Scotland,Platinum,28248.42,6.0,0
8746109,11.0,35.0,D,F,South East,London,Tin,0.009999999999999998,9.0,1
8758972,6.0,74.0,C,F,Midlands,Wales & West,Silver,4889.599999999999,11.0,0
8760624,9.0,63.0,A,F,South East,London,Silver,3000.0,5.0,1
8762708,3.0,48.0,F,F,North,Yorkshire,Tin,0.009999999999999998,5.0,0
8770972,6.0,71.0,B,F,North,N East,Gold,11000.0,1.0,0
8784108,5.0,39.0,B,M,North,N East,Tin,0.009999999999999998,8.0,0
8784396,21.0,32.0,E,F,South East,London,Tin,0.009999999999999998,6.0,1
8790906,17.0,49.0,C,M,Midlands,Midlands,Silver,3045.0,6.0,0
8794413,13.0,70.0,B,F,Midlands,East,Gold,12000.0,36.0,0
8797862,6.0,41.0,C,F,South East,London,Tin,0.009999999999999998,8.0,1
8798214,4.0,67.0,D,U,South West,S West,Silver,3000.0,20.0,0
8801061,5.0,45.0,A,F,South East,London,Silver,1500.0,1.0,0
8803536,17.0,43.0,F,F,South West,S West,Tin,0.009999999999999998,5.0,1
8805393,7.0,72.0,B,F,Scottish,Border,Gold,6000.0,2.0,1
8806438,8.0,26.0,D,F,South East,London,Gold,6000.0,2.0,1
8807442,8.0,60.0,E,F,Midlands,East,Tin,0.009999999999999998,7.0,0
8809267,13.0,51.0,C,M,Midlands,Midlands,Silver,1000.0,6.0,0
8814554,6.0,49.0,D,M,South East,S & S East,Platinum,20617.91,3.0,0
8817065,8.0,66.0,A,M,Midlands,East,Gold,12500.0,4.0,0
8822751,7.0,48.0,C,F,North,N West,Tin,0.009999999999999998,6.0,0
8826579,7.0,60.0,A,F,South East,London,Tin,0.009999999999999998,5.0,0
8827729,7.0,71.0,B,M,Midlands,Wales & West,Gold,6000.0,1.0,0
8828814,3.0,47.0,F,F,South East,London,Tin,0.009999999999999998,5.0,0
8829713,5.0,30.0,F,F,South East,London,Tin,0.009999999999999998,8.0,1
8835713,11.0,49.0,F,M,Midlands,Midlands,Silver,520.0,1.0,0
8836353,8.0,71.0,E,U,Midlands,East,Gold,10030.0,2.0,0
8840571,9.0,77.0,C,F,South East,S & S East,Gold,8400.0,8.0,1
8845336,13.0,51.0,B,F,North,Yorkshire,Silver,1000.0,5.0,1
8850747,8.0,66.0,B,F,South East,London,Tin,0.009999999999999998,9.0,1
8855870,11.0,51.0,C,F,South East,S & S East,Gold,6000.0,4.0,1
8855978,10.0,77.0,D,M,Midlands,East,Platinum,63709.759999999995,7.0,0
8857768,5.0,63.0,F,M,South East,London,Silver,1000.0,7.0,0
8862990,12.0,62.0,B,F,South West,S West,Gold,12000.0,5.0,0
8872198,7.0,59.0,D,M,South East,S & S East,Silver,500.0,8.0,0
8875782,11.0,30.0,C,F,South East,London,Tin,0.009999999999999998,5.0,0
8878889,9.0,67.0,E,F,South East,London,Gold,5553.98,2.0,1
8882746,5.0,71.0,B,F,South East,S & S East,Gold,7000.0,5.0,1
8883750,11.0,36.0,C,M,South East,London,Silver,1000.0,6.0,1
8885079,6.0,47.0,F,F,South East,London,Silver,0.019999999999999997,5.0,0
8886091,6.0,46.0,C,M,South East,London,Silver,1100.0,8.0,0
8889104,13.0,44.0,C,M,South East,London,Tin,0.009999999999999998,5.0,1
8902380,2.0,44.0,F,M,South East,London,Silver,2919.5499999999997,5.0,0
8904685,4.0,53.0,B,F,North,N West,Silver,5000.0,1.0,0
8905037,7.0,37.0,C,F,Midlands,Midlands,Tin,0.009999999999999998,5.0,1
8917590,10.0,60.0,A,M,North,Yorkshire,Gold,6000.0,8.0,0
8925216,3.0,74.0,C,F,Midlands,Wales & West,Silver,1000.0,5.0,0
8926867,8.0,47.0,B,F,Midlands,Midlands,Gold,10000.0,11.0,0
8930279,3.0,62.0,F,F,Midlands,East,Tin,0.009999999999999998,4.0,0
8935815,7.0,43.0,D,F,South East,London,Tin,0.009999999999999998,8.0,1
8937109,7.0,50.0,D,M,South East,S & S East,Silver,600.01,11.0,0
8938598,5.0,55.0,A,F,South East,London,Silver,5000.0,3.0,0
8939039,18.0,35.0,D,F,Midlands,East,Silver,500.0,1.0,1
8963398,8.0,74.0,B,F,South East,London,Silver,50.0,10.0,0
8965498,12.0,67.0,D,F,South East,London,Silver,4000.0,5.0,0
8967199,13.0,79.0,E,F,South East,London,Gold,7031.91,32.0,0
8976783,6.0,65.0,B,F,North,N West,Gold,5684.5,2.0,0
8977968,18.0,54.0,E,F,North,N West,Gold,6053.349999999999,10.0,1
8985251,9.0,75.0,D,F,South East,London,Gold,9000.0,2.0,0
8986320,10.0,49.0,C,U,North,N East,Tin,0.009999999999999998,5.0,0
8989168,8.0,31.0,D,F,North,N West,Silver,3000.0,3.0,1
8990697,13.0,57.0,D,F,Scottish,C Scotland,Gold,6000.0,4.0,0
8991154,7.0,56.0,F,F,North,N East,Silver,3000.0,3.0,0
8995796,11.0,75.0,D,F,Midlands,Midlands,Gold,12158.669999999998,7.0,0
9008497,11.0,33.0,F,F,Midlands,Wales & West,Tin,0.009999999999999998,8.0,1
9010807,5.0,49.0,F,F,Midlands,Midlands,Tin,0.009999999999999998,9.0,0
9012079,5.0,76.0,A,F,Midlands,East,Gold,18000.0,6.0,0
9013113,12.0,68.0,C,U,Scottish,N Scot,Gold,6000.0,4.0,0
9015345,2.0,51.0,D,F,Midlands,Midlands,Tin,0.009999999999999998,5.0,1
9015655,6.0,52.0,F,U,Midlands,East,Silver,840.0,5.0,0
9021876,9.0,38.0,F,F,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
9026142,6.0,67.0,A,M,North,N West,Silver,4000.0,3.0,0
9028536,9.0,38.0,F,M,South West,S West,Tin,0.009999999999999998,5.0,0
9035036,10.0,69.0,C,M,South West,S West,Tin,0.009999999999999998,5.0,1
9044345,10.0,36.0,F,M,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
9047948,9.0,36.0,D,F,Midlands,Wales & West,Tin,0.009999999999999998,7.0,1
9050515,5.0,43.0,C,M,South East,London,Gold,6000.0,5.0,0
9059784,8.0,48.0,B,M,South East,London,Silver,1000.0,4.0,0
9060510,7.0,64.0,D,U,Midlands,Midlands,Gold,10300.0,4.0,0
9063277,5.0,42.0,F,F,South East,S & S East,Silver,600.0,10.0,0
9068325,7.0,56.0,F,M,Midlands,Wales & West,Silver,880.0,5.0,0
9079459,15.0,46.0,C,F,North,N West,Silver,50.01,8.0,1
9085890,10.0,44.0,D,F,Midlands,East,Gold,10000.0,1.0,1
9096418,10.0,65.0,E,F,South East,S & S East,Silver,1000.0,5.0,0
9100067,7.0,31.0,E,F,South East,London,Tin,0.009999999999999998,4.0,1
9103813,9.0,37.0,F,F,South East,London,Gold,18150.01,8.0,1
9105891,16.0,56.0,F,F,South East,London,Silver,1260.0,9.0,1
9113223,3.0,50.0,C,F,Midlands,Midlands,Tin,0.009999999999999998,4.0,0
9119167,10.0,65.0,B,M,North,Yorkshire,Silver,100.0,11.0,0
9125442,7.0,67.0,D,F,North,N West,Gold,12000.0,11.0,0
9133232,9.0,48.0,C,F,South East,London,Tin,0.009999999999999998,8.0,1
9136363,12.0,46.0,F,F,Midlands,Midlands,Silver,1000.0,9.0,1
9145419,15.0,41.0,E,F,North,N West,Gold,6107.639999999999,6.0,1
9148671,7.0,56.0,D,F,North,Yorkshire,Gold,6000.0,4.0,0
9149651,6.0,57.0,F,F,Midlands,Wales & West,Gold,6000.0,5.0,0
9163050,6.0,59.0,B,M,South East,London,Gold,6000.0,2.0,0
9164731,6.0,59.0,C,F,Midlands,Midlands,Gold,6000.0,35.0,0
9170677,10.0,62.0,D,F,North,N West,Tin,0.009999999999999998,5.0,0
9175636,9.0,65.0,B,F,Midlands,Midlands,Gold,12000.0,18.0,0
9176543,6.0,37.0,B,F,South East,S & S East,Silver,1000.0,9.0,0
9178155,5.0,45.0,C,F,South East,London,Silver,500.0,9.0,0
9181695,9.0,74.0,F,F,South East,S & S East,Gold,11884.25,8.0,0
9186360,13.0,48.0,B,M,South West,S West,Gold,6000.0,5.0,0
9188681,10.0,33.0,D,F,North,N West,Silver,1680.0,4.0,1
9197710,6.0,54.0,E,U,North,Yorkshire,Silver,380.0,8.0,0
9215417,10.0,45.0,C,M,Midlands,Midlands,Gold,6053.349999999999,5.0,0
9218416,9.0,68.0,F,U,South East,London,Gold,12000.0,2.0,0
9225099,12.0,48.0,D,F,Midlands,Midlands,Tin,0.009999999999999998,4.0,1
9236708,12.0,63.0,C,F,Midlands,Wales & West,Silver,3500.0,24.0,0
9239170,14.0,50.0,E,F,Midlands,Wales & West,Tin,0.009999999999999998,8.0,0
9239251,4.0,45.0,C,F,North,Yorkshire,Silver,3000.0,3.0,0
9244123,16.0,69.0,A,F,Midlands,Midlands,Silver,3000.0,5.0,1
9247580,6.0,52.0,C,F,South East,London,Silver,600.01,8.0,1
9260277,6.0,52.0,D,F,Midlands,Midlands,Silver,1.5399999999999998,15.0,0
9264000,5.0,64.0,D,M,South East,S & S East,Gold,9000.0,2.0,0
9289240,8.0,76.0,F,M,Midlands,Midlands,Platinum,20501.629999999997,3.0,0
9290494,9.0,76.0,A,M,South East,London,Gold,6500.0,11.0,0
9307680,10.0,43.0,C,F,Midlands,Midlands,Tin,0.009999999999999998,8.0,0
9311106,5.0,57.0,D,F,North,Yorkshire,Tin,0.009999999999999998,7.0,0
9329188,11.0,35.0,C,U,Midlands,Wales & West,Silver,0.019999999999999997,8.0,0
9342508,9.0,72.0,B,F,South West,S West,Gold,6000.0,4.0,0
9342524,13.0,54.0,C,F,Midlands,East,Gold,12106.699999999999,6.0,1
9356584,7.0,47.0,C,F,Midlands,Midlands,Gold,10000.0,1.0,0
9363068,15.0,66.0,B,F,South West,S West,Gold,6000.0,6.0,0
9365117,11.0,68.0,D,F,North,N West,Silver,500.0,9.0,0
9365788,6.0,71.0,B,M,Scottish,C Scotland,Gold,9000.0,27.0,0
9368078,11.0,38.0,C,M,Midlands,Midlands,Tin,0.009999999999999998,5.0,1
9368620,13.0,54.0,E,F,Midlands,Midlands,Gold,6000.0,3.0,1
9371893,10.0,54.0,B,M,Midlands,Midlands,Silver,3000.0,5.0,0
9387285,6.0,47.0,E,U,Midlands,East,Silver,3000.0,4.0,0
9389385,11.0,35.0,C,F,North,Yorkshire,Tin,0.009999999999999998,5.0,1
9396063,8.0,44.0,C,U,Midlands,Midlands,Silver,600.0,6.0,0
9396810,8.0,62.0,A,U,North,N West,Gold,6000.0,3.0,0
9409564,10.0,34.0,C,M,South East,London,Tin,0.009999999999999998,5.0,0
9411305,7.0,41.0,D,F,South East,London,Silver,500.0,12.0,0
9416633,9.0,35.0,E,F,South East,London,Tin,0.009999999999999998,5.0,1
9419152,7.0,54.0,D,F,Midlands,Midlands,Tin,0.009999999999999998,4.0,1
9425861,10.0,52.0,B,F,Midlands,Midlands,Gold,16852.32,7.0,0
9446605,8.0,34.0,F,F,Midlands,Midlands,Tin,0.009999999999999998,8.0,1
9448144,7.0,31.0,B,F,Midlands,East,Silver,780.0,1.0,1
9451072,17.0,36.0,E,M,South East,London,Tin,0.009999999999999998,8.0,1
9468099,9.0,64.0,B,U,North,N West,Tin,0.009999999999999998,5.0,0
9472126,11.0,64.0,A,F,South East,London,Gold,6053.349999999999,6.0,0
9479023,4.0,73.0,B,F,Midlands,Midlands,Gold,20000.0,4.0,0
9479414,8.0,56.0,C,M,Scottish,C Scotland,Gold,6053.36,5.0,0
9480110,18.0,33.0,C,M,South East,London,Tin,0.009999999999999998,7.0,1
9480684,7.0,76.0,C,F,North,N West,Gold,9500.0,11.0,1
9482695,9.0,67.0,C,M,South East,London,Gold,6000.0,5.0,1
9483179,5.0,57.0,B,F,South East,London,Gold,6000.0,2.0,0
9484396,10.0,30.0,E,F,North,Yorkshire,Tin,0.009999999999999998,5.0,1
9486151,8.0,62.0,A,F,North,N West,Gold,6000.0,2.0,0
9486305,5.0,55.0,D,M,North,Yorkshire,Gold,6000.0,3.0,0
9487123,11.0,41.0,E,F,North,Yorkshire,Silver,1000.0,1.0,0
9490264,10.0,63.0,F,F,North,Yorkshire,Gold,12053.349999999999,6.0,0
9493093,7.0,50.0,C,M,South East,London,Gold,6053.349999999999,6.0,0
9493271,11.0,78.0,F,F,Midlands,Wales & West,Silver,700.0,21.0,0
9494952,4.0,76.0,C,F,Scottish,C Scotland,Silver,1000.0,5.0,0
9496505,8.0,34.0,E,F,South East,S & S East,Tin,0.009999999999999998,5.0,0
9497242,6.0,79.0,B,F,Midlands,Wales & West,Gold,6000.0,5.0,0
9497307,5.0,53.0,C,F,North,Yorkshire,Tin,0.009999999999999998,5.0,0
9497862,8.0,47.0,E,M,Midlands,Midlands,Gold,20000.0,4.0,0
9497935,6.0,48.0,B,F,North,N West,Tin,0.009999999999999998,5.0,0
9498230,6.0,50.0,B,M,Midlands,East,Gold,10000.0,3.0,0
9498729,14.0,67.0,D,M,Midlands,East,Silver,2000.0,8.0,1
9499253,10.0,49.0,F,U,Midlands,Midlands,Tin,0.009999999999999998,9.0,0
9499377,15.0,54.0,E,F,Midlands,Midlands,Gold,6000.0,1.0,1
9499946,6.0,76.0,E,F,Midlands,Wales & West,Platinum,20483.56,13.0,0
9500227,8.0,65.0,D,M,South East,London,Tin,0.009999999999999998,12.0,0
9500804,9.0,35.0,F,F,South East,London,Tin,0.009999999999999998,5.0,0
9500987,6.0,54.0,A,M,Scottish,C Scotland,Silver,3052.6499999999996,8.0,0
9502785,9.0,45.0,C,M,South East,London,Tin,0.009999999999999998,2.0,0
9503285,12.0,56.0,D,F,South East,London,Gold,15266.22,3.0,0
9503374,7.0,71.0,C,F,Midlands,Midlands,Silver,480.0,5.0,0
9503684,3.0,44.0,F,U,Midlands,East,Tin,0.009999999999999998,5.0,0
9504680,7.0,53.0,F,F,Midlands,Midlands,Silver,2085.88,9.0,0
9507361,10.0,29.0,C,M,South East,London,Silver,300.01,7.0,0
9508708,6.0,60.0,E,F,Midlands,East,Tin,0.009999999999999998,5.0,1
9509267,10.0,61.0,F,F,Midlands,Midlands,Gold,10000.0,5.0,1
9509674,9.0,51.0,B,F,Midlands,Wales & West,Gold,7000.0,5.0,0
9511016,5.0,62.0,C,M,Midlands,East,Silver,3000.0,6.0,0
9511210,10.0,70.0,D,F,Midlands,Wales & West,Tin,0.009999999999999998,8.0,0
9511849,9.0,40.0,B,F,North,Yorkshire,Silver,2400.0,1.0,0
9512705,5.0,59.0,D,M,North,N West,Tin,0.009999999999999998,5.0,0
9513884,11.0,63.0,D,F,Midlands,Midlands,Gold,12000.0,2.0,0
9514074,9.0,71.0,C,F,South East,S & S East,Silver,3000.0,11.0,0
9515364,4.0,53.0,C,M,North,N West,Gold,6500.0,1.0,0
9515445,12.0,74.0,F,M,North,Yorkshire,Platinum,20513.04,3.0,0
9517731,12.0,58.0,B,M,South East,London,Gold,11000.0,30.0,0
9517936,9.0,72.0,B,F,South East,London,Gold,18026.67,8.0,0
9518258,8.0,34.0,E,F,Midlands,East,Tin,0.009999999999999998,5.0,1
9518304,10.0,38.0,C,F,North,N West,Tin,0.009999999999999998,8.0,1
9518401,14.0,60.0,B,M,South West,S West,Silver,1000.0,5.0,0
9519149,8.0,29.0,D,F,South East,London,Silver,1738.87,12.0,1
9519998,7.0,57.0,D,M,South East,London,Silver,4000.0,2.0,0
9523081,8.0,61.0,C,M,Scottish,N Scot,Silver,424.55,5.0,0
9523634,7.0,40.0,F,F,South East,London,Tin,0.009999999999999998,7.0,1
9523952,8.0,38.0,D,M,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
9525041,8.0,70.0,D,F,Midlands,Midlands,Silver,3000.0,8.0,0
9526463,3.0,27.0,A,F,South East,London,Silver,2000.0,1.0,0
9527257,4.0,56.0,F,M,Midlands,Midlands,Silver,4558.79,9.0,0
9529276,9.0,52.0,D,M,Midlands,East,Silver,1750.0,11.0,0
9529829,6.0,62.0,D,F,South East,London,Silver,0.019999999999999997,5.0,0
9530770,4.0,48.0,F,F,Midlands,Wales & West,Silver,2000.0,9.0,0
9531041,9.0,45.0,B,M,Midlands,East,Tin,0.009999999999999998,7.0,0
9531408,10.0,37.0,U,F,South East,London,Tin,0.009999999999999998,5.0,0
9531483,14.0,54.0,C,F,North,N West,Silver,3000.0,3.0,1
9531564,12.0,69.0,D,F,South East,London,Platinum,20388.79,3.0,0
9532005,11.0,71.0,C,F,North,N East,Gold,5200.0,11.0,0
9532196,8.0,61.0,B,M,South East,London,Gold,11000.0,1.0,0
9532250,8.0,70.0,E,U,South East,S & S East,Silver,2000.0,2.0,0
9535845,11.0,66.0,B,F,South East,S & S East,Gold,6000.0,1.0,1
9537856,7.0,62.0,F,M,Midlands,Midlands,Silver,2400.0,9.0,0
9543686,9.0,70.0,B,F,South East,London,Gold,6105.32,21.0,0
9543937,8.0,68.0,A,F,South East,London,Tin,0.009999999999999998,5.0,0
9544119,12.0,36.0,B,M,North,N East,Silver,2000.0,1.0,1
9546952,12.0,57.0,C,M,Scottish,C Scotland,Gold,6000.01,5.0,0
9550380,5.0,69.0,D,F,South East,London,Platinum,44428.13,2.0,0
9550461,10.0,60.0,B,F,Midlands,East,Platinum,30000.0,1.0,1
9550771,7.0,34.0,F,M,Midlands,East,Tin,0.009999999999999998,4.0,1
9554580,7.0,50.0,B,F,Scottish,C Scotland,Gold,13800.0,8.0,0
9554823,8.0,77.0,A,F,South East,London,Silver,2000.0,9.0,0
9555226,8.0,64.0,B,U,Scottish,N Scot,Silver,3000.0,5.0,0
9556028,7.0,52.0,E,F,Midlands,Wales & West,Tin,0.009999999999999998,5.0,0
9557873,6.0,70.0,B,M,South East,London,Gold,7000.0,17.0,0
9560149,9.0,51.0,D,F,North,N West,Silver,1800.0,5.0,0
9560599,10.0,53.0,D,U,North,N West,Silver,1500.0,15.0,0
9561188,12.0,69.0,D,F,North,N East,Gold,15000.0,4.0,0
9564462,13.0,33.0,F,F,Midlands,Midlands,Gold,6000.0,1.0,1
9566619,5.0,60.0,D,F,North,N West,Gold,6000.0,4.0,0
9569804,12.0,55.0,C,F,South East,S & S East,Tin,0.009999999999999998,8.0,0
9570012,11.0,72.0,C,F,Midlands,East,Silver,2000.0,5.0,1
9570578,9.0,49.0,F,F,Scottish,C Scotland,Silver,1000.0,7.0,1
9571914,4.0,37.0,D,F,North,N West,Silver,4000.0,4.0,0
9572287,6.0,42.0,A,F,South East,London,Silver,3000.0,3.0,0
9572570,5.0,57.0,D,U,Midlands,East,Tin,0.009999999999999998,8.0,0
9572872,8.0,54.0,D,M,Midlands,Midlands,Gold,6000.0,9.0,0
9573356,10.0,54.0,D,M,South East,London,Tin,0.009999999999999998,5.0,0
9574042,7.0,48.0,C,U,Midlands,East,Silver,5000.0,1.0,0
9574980,5.0,55.0,B,M,South East,London,Silver,2200.0,5.0,0
9576843,5.0,35.0,F,M,South East,London,Tin,0.009999999999999998,8.0,0
9577467,6.0,75.0,A,F,North,Yorkshire,Silver,3000.0,19.0,0
9577637,5.0,45.0,B,U,North,N West,Tin,0.009999999999999998,4.0,0
9579133,7.0,63.0,B,M,Scottish,N Scot,Gold,12000.0,8.0,0
9579532,17.0,51.0,D,F,South East,London,Tin,0.009999999999999998,5.0,1
9579818,6.0,53.0,F,F,Midlands,East,Tin,0.009999999999999998,8.0,0
9579877,2.0,45.0,D,F,South East,London,Tin,0.009999999999999998,6.0,0
9580794,15.0,52.0,A,M,South East,London,Tin,0.009999999999999998,9.0,0
9581103,12.0,69.0,C,M,Midlands,Midlands,Silver,5000.0,2.0,1
9582274,11.0,39.0,E,F,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
9584420,12.0,41.0,A,F,South East,London,Silver,2200.0,4.0,1
9588027,10.0,59.0,B,F,South East,S & S East,Silver,3000.0,8.0,1
9588558,6.0,55.0,D,M,Midlands,Midlands,Gold,6000.0,5.0,0
9590390,9.0,47.0,C,U,Midlands,Wales & West,Gold,10400.0,9.0,0
9591141,13.0,66.0,E,M,Midlands,East,Gold,5500.0,6.0,0
9594817,13.0,46.0,F,F,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
