,0,1,2,3,4,5,6,7,8,Actual Outcome,prob_0,prob_1,Decile
1703,6,40,4,2,4,4,2,3000,9,0,0.821827975,0.178172025,6
1716,7,45,3,2,2,13,2,300,9,0,0.821854454,0.178145546,6
430,9,60,6,1,1,5,2,5000,5,0,0.821878222,0.178121778,6
2785,5,39,2,1,4,4,3,0.01,5,0,0.821894718,0.178105282,6
1355,8,55,0,1,1,11,0,9000,5,0,0.821943169,0.178056831,6
2677,6,50,1,0,4,4,2,1000,9,0,0.82199461,0.17800539,6
3072,5,42,6,1,4,9,2,600,10,0,0.822003777,0.177996223,6
14,9,61,4,1,4,4,3,0.01,35,0,0.822018232,0.177981768,6
3874,8,48,3,2,2,8,3,0.01,5,0,0.822116195,0.177883805,6
3861,8,60,6,0,4,4,0,18000,3,0,0.822118266,0.177881734,6
3465,7,45,4,2,1,5,2,2400,1,0,0.822497545,0.177502455,6
1228,7,51,4,1,2,8,2,800,9,0,0.822598982,0.177401018,6
1796,10,58,4,2,4,9,0,12632.7,4,0,0.822789578,0.177210422,6
1572,5,36,4,2,4,4,2,50.01,8,0,0.822816886,0.177183114,6
3319,10,59,3,2,3,7,0,6000,3,0,0.82290303,0.17709697,6
2424,6,44,2,1,4,4,2,2000,1,1,0.823161693,0.176838307,6
1731,8,54,3,1,3,2,2,3820,5,0,0.823374515,0.176625485,6
3165,8,52,4,2,1,3,0,6000,5,0,0.823504781,0.176495219,6
2978,6,45,5,1,5,10,2,420,4,0,0.823532788,0.176467212,6
3749,12,72,4,1,4,9,2,1800,9,0,0.823552611,0.176447389,6
2588,11,69,4,1,2,13,2,1000,13,0,0.823676743,0.176323257,6
1223,10,63,1,1,1,5,3,0.01,11,1,0.823686952,0.176313048,6
2613,10,66,2,0,4,4,1,20406.4,3,0,0.823696389,0.176303611,6
2133,2,35,4,0,1,3,2,1400,8,0,0.823712183,0.176287817,6
150,6,40,3,2,1,5,3,0.01,5,0,0.823797211,0.176202789,6
2105,7,46,6,2,1,5,3,0.01,9,0,0.823864917,0.176135083,6
214,8,48,1,2,1,5,3,0.01,4,0,0.82418092,0.17581908,6
385,7,52,2,1,1,3,0,6000,2,0,0.824314969,0.175685031,6
3251,6,50,3,0,4,4,3,0.01,9,0,0.824677663,0.175322337,6
1786,7,51,5,1,2,13,2,3000,8,0,0.824746664,0.175253336,6
3802,11,66,2,1,4,9,2,3000,2,0,0.824794232,0.175205768,6
3272,10,62,6,1,5,10,3,0.01,4,0,0.824808015,0.175191985,6
855,5,42,6,1,2,13,2,1000,1,0,0.824860751,0.175139249,6
1976,8,53,0,1,1,11,3,0.01,5,0,0.824920958,0.175079042,6
3475,7,51,3,1,2,8,2,300,9,0,0.825042103,0.174957897,6
1891,8,48,3,2,2,8,3,0.01,2,0,0.825086975,0.174913025,6
415,7,44,3,2,2,13,3,0.01,7,0,0.825137756,0.174862244,6
1274,9,65,4,0,1,3,3,0.01,8,0,0.825140257,0.174859743,6
3866,4,43,5,0,1,3,3,0.01,5,0,0.825292905,0.174707095,6
3230,11,66,2,1,4,9,3,0.01,8,0,0.825295632,0.174704368,6
646,5,44,5,1,2,13,0,6053.35,6,0,0.825320208,0.174679792,6
1158,6,46,4,1,4,9,2,3000,12,0,0.825425559,0.174574441,6
1004,9,61,3,1,1,3,0,10050,4,0,0.825435091,0.174564909,6
1446,12,73,2,1,4,4,0,10000,9,1,0.825630777,0.174369223,6
364,11,68,3,1,4,9,0,15080,8,0,0.826142111,0.173857889,6
2408,7,51,5,1,2,6,2,3000,4,0,0.826325637,0.173674363,6
3402,6,50,1,0,4,4,2,1420,5,0,0.826415965,0.173584035,6
3855,10,54,5,3,4,9,0,6000,1,0,0.826757993,0.173242007,6
2389,10,63,5,1,4,9,3,0.01,9,0,0.826758186,0.173241814,6
3654,11,70,6,1,1,12,2,3000,10,0,0.826771435,0.173228565,6
1107,7,50,2,1,5,10,0,6000,1,1,0.827006937,0.172993063,6
555,8,47,1,2,4,4,3,0.01,4,0,0.827419971,0.172580029,6
1784,7,53,6,1,1,5,2,500,9,0,0.82762924,0.17237076,6
2590,10,65,4,1,4,9,0,9053.35,8,0,0.827822851,0.172177149,6
3023,10,60,4,2,2,6,0,15000,9,0,0.827946778,0.172053222,6
1162,10,67,6,1,1,12,0,6053.34,4,0,0.827978187,0.172021813,6
1221,8,50,2,2,4,9,0,6053.34,4,0,0.82798523,0.17201477,6
2113,6,40,2,2,2,6,3,0.01,8,0,0.828058068,0.171941932,6
2471,10,51,2,3,4,4,3,0.01,5,0,0.828269788,0.171730212,6
220,10,59,0,2,1,11,0,12105.3,7,0,0.828276024,0.171723976,6
1093,8,53,2,1,4,4,3,0.01,5,1,0.828282297,0.171717703,6
1941,8,53,6,2,1,5,0,6058.76,3,0,0.828343003,0.171656997,6
747,8,54,4,1,4,4,3,0.01,7,0,0.828463692,0.171536308,6
3202,9,61,2,1,1,3,2,5000,18,0,0.828493316,0.171506684,6
1654,7,51,4,1,3,2,2,1000,5,0,0.828630189,0.171369811,6
1725,8,52,5,2,1,5,2,2361.26,13,1,0.82873962,0.17126038,6
1935,9,61,6,1,1,5,2,3000,4,0,0.828747179,0.171252821,6
2396,9,60,6,1,4,9,2,3000,9,0,0.828758486,0.171241514,6
2879,8,55,2,1,2,6,2,2000,6,0,0.828886361,0.171113639,6
519,12,74,4,1,1,5,2,3000,8,0,0.829043781,0.170956219,6
249,8,45,3,3,2,13,0,19731.8,12,0,0.829207871,0.170792129,6
3812,9,61,3,1,2,13,0,6107.64,3,0,0.829240382,0.170759618,6
2691,11,68,2,1,4,4,0,10556.5,1,1,0.829244723,0.170755277,6
616,7,51,4,1,2,6,2,420,1,0,0.82934421,0.17065579,6
1249,7,52,6,1,4,9,0,9000,2,0,0.829403201,0.170596799,6
3713,5,52,6,0,1,12,0,8000,18,0,0.829516954,0.170483046,6
909,8,54,1,1,4,9,2,2000,9,0,0.829599065,0.170400935,6
670,4,40,6,1,1,3,2,500.01,8,0,0.82964697,0.17035303,6
961,6,46,4,1,2,13,2,3000,1,0,0.829732746,0.170267254,6
1873,8,55,4,1,4,4,2,9.71,4,0,0.829773472,0.170226528,6
366,8,50,3,2,1,5,2,2149.1,1,0,0.830003115,0.169996885,6
3879,6,47,5,1,1,12,3,0.01,8,0,0.830140197,0.169859803,6
2043,6,46,3,1,4,4,2,3511.53,9,0,0.830195871,0.169804129,6
873,6,46,1,1,2,8,2,480.01,5,0,0.830253963,0.169746037,6
293,5,38,6,2,2,6,2,420,4,0,0.830257525,0.169742475,6
3748,9,57,3,2,1,3,0,6000,6,0,0.830290839,0.169709161,6
1680,7,51,6,1,2,8,3,0.01,4,0,0.830353119,0.169646881,6
2285,11,68,3,1,2,8,3,0.01,8,0,0.830353965,0.169646035,6
620,4,45,6,0,2,8,2,0.03,9,0,0.830389967,0.169610033,6
1994,9,49,4,3,1,5,3,0.01,5,0,0.830418319,0.169581681,6
3636,10,64,2,1,1,5,2,5000,5,0,0.830496576,0.169503424,6
738,9,62,6,1,1,5,0,14053.3,3,1,0.830655992,0.169344008,6
619,9,60,2,1,4,4,0,6000,1,0,0.830698878,0.169301122,6
3016,5,41,2,1,2,6,2,5000,1,1,0.830728037,0.169271963,6
1944,7,51,4,1,2,8,2,1200,1,0,0.830852702,0.169147298,6
418,10,71,2,0,3,2,0,6000,6,0,0.830882319,0.169117681,6
294,8,51,6,2,1,3,3,0.01,6,0,0.830907604,0.169092396,6
984,13,71,5,2,4,9,2,5000,2,0,0.830945505,0.169054495,6
2647,10,68,6,1,1,3,0,6000,6,0,0.83099232,0.16900768,6
2057,7,46,5,2,4,9,2,0.02,8,0,0.831059825,0.168940175,6
3145,9,52,2,2,5,10,3,0.01,8,0,0.831183221,0.168816779,6
518,10,63,2,1,4,9,2,4071,8,0,0.831412499,0.168587501,6
1746,9,65,3,0,4,4,0,15000,4,0,0.831509461,0.168490539,6
2744,10,66,3,1,1,5,0,10000,3,0,0.831770537,0.168229463,6
1388,5,41,0,1,2,8,2,2680,4,0,0.831801952,0.168198048,6
2086,6,54,4,0,2,8,0,6000,2,0,0.831949931,0.168050069,6
1044,8,44,5,3,4,4,3,0.01,7,0,0.831957494,0.168042506,6
1466,9,60,3,1,1,5,3,0.01,8,0,0.831973045,0.168026955,6
1625,10,66,4,1,3,2,0,6000,2,0,0.832087691,0.167912309,6
597,11,74,5,0,4,4,2,3000,5,0,0.83218202,0.16781798,6
3017,13,73,0,2,1,11,0,7500,4,1,0.832370338,0.167629662,6
3497,10,60,2,2,1,3,0,12000,2,0,0.832437522,0.167562478,6
3073,8,51,6,2,1,5,3,0.01,5,0,0.832513578,0.167486422,6
1998,13,79,6,1,1,3,3,0.01,9,1,0.83256026,0.16743974,6
1945,12,69,4,2,1,3,0,18000,4,0,0.832736642,0.167263358,6
2791,10,66,2,1,4,4,0,6000,12,0,0.832779047,0.167220953,6
3380,11,69,2,1,4,9,0,6000,2,0,0.832876769,0.167123231,6
953,9,58,2,1,4,4,3,0.01,5,0,0.832998497,0.167001503,6
1718,6,47,2,1,4,9,0,6000,2,0,0.83305949,0.16694051,6
1134,6,50,2,0,4,9,3,0.01,5,1,0.833130655,0.166869345,6
3707,9,56,1,2,4,4,0,6000.01,13,0,0.833211097,0.166788903,6
2177,9,62,6,1,4,4,0,8200,5,1,0.833435155,0.166564845,6
3169,10,64,4,1,4,4,2,3000,5,0,0.8335631,0.1664369,6
449,6,46,2,1,2,13,2,3000,3,0,0.833620829,0.166379171,6
3558,8,52,4,2,1,3,2,420,8,0,0.833663956,0.166336044,6
2594,9,56,4,2,1,5,2,2800,8,0,0.833704594,0.166295406,6
1217,6,53,3,0,5,10,0,6600,8,0,0.833891841,0.166108159,6
81,9,61,2,1,2,13,2,4500,19,0,0.834054842,0.165945158,6
2367,7,52,2,1,4,4,0,6053.34,4,0,0.834260803,0.165739197,6
1950,11,75,4,0,4,4,2,1500,12,0,0.834638542,0.165361458,6
3154,10,64,2,1,2,8,2,4500,5,0,0.834701375,0.165298625,6
3491,7,48,5,2,4,4,0,6053.35,6,0,0.834718972,0.165281028,6
3204,11,75,4,0,2,8,2,3000,7,0,0.834762861,0.165237139,6
2803,5,42,1,1,3,2,2,125.01,5,0,0.834870944,0.165129056,6
2194,12,73,2,1,5,10,2,1000,15,0,0.834880623,0.165119377,6
2731,12,68,2,2,4,9,0,6216.7,0,0,0.834990918,0.165009082,6
1398,9,54,0,2,2,13,0,16000,4,0,0.835104057,0.164895943,6
3727,11,68,3,1,4,4,2,3000,3,1,0.835158949,0.164841051,6
1216,7,45,5,2,4,9,3,0.01,5,0,0.835467739,0.164532261,6
895,9,59,4,1,4,9,2,5000,2,0,0.835503048,0.164496952,6
1491,5,41,1,1,4,4,2,420,1,0,0.835551442,0.164448558,6
2347,8,54,3,1,5,10,3,0.01,8,0,0.836127494,0.163872506,6
3135,9,63,2,1,0,0,0,10652.7,8,0,0.836212072,0.163787928,6
544,8,57,1,1,2,13,0,6107.64,5,0,0.836281556,0.163718444,6
731,7,50,2,1,4,4,3,0.01,8,0,0.836465085,0.163534915,6
2610,12,74,3,1,4,9,0,6000,0,0,0.836526853,0.163473147,6
1959,6,42,4,2,4,4,2,1000.01,8,0,0.836545594,0.163454406,6
2660,8,55,4,1,5,10,2,2000,5,0,0.836667781,0.163332219,6
2049,10,65,2,1,1,5,2,2600,4,0,0.836676357,0.163323643,6
1287,2,30,6,1,2,6,3,0.01,5,0,0.836756093,0.163243907,6
1516,9,61,3,1,1,12,2,3000,7,0,0.836817728,0.163182272,6
3469,8,58,3,1,1,12,0,6000,2,0,0.836984251,0.163015749,6
2464,7,47,2,2,4,9,0,12158.7,13,0,0.837049571,0.162950429,6
43,7,58,3,0,2,6,0,12000,2,0,0.837428155,0.162571845,6
2840,10,56,4,3,2,8,0,6000,1,1,0.837497036,0.162502964,6
661,10,65,3,1,1,5,3,0.01,7,0,0.837537487,0.162462513,6
968,13,77,3,2,1,12,0,6053.35,21,0,0.837660901,0.162339099,6
1194,8,55,5,1,4,9,3,0.01,4,0,0.837872538,0.162127462,6
2771,6,42,3,2,4,4,2,500,9,0,0.837910638,0.162089362,6
2695,12,74,2,1,3,2,2,720,9,1,0.837932891,0.162067109,6
962,9,54,3,2,4,4,2,5000,4,0,0.83798537,0.16201463,6
1808,8,50,3,2,2,8,3,0.01,5,0,0.837994724,0.162005276,6
3124,5,44,4,1,1,5,2,1000,3,1,0.8381267,0.1618733,6
2823,6,47,1,1,4,9,2,3000,16,0,0.838174789,0.161825211,6
1743,6,53,4,0,1,5,3,0.01,5,0,0.838219924,0.161780076,6
3543,9,66,6,0,3,2,3,0.01,4,0,0.83828484,0.16171516,6
3786,5,48,4,0,2,8,3,0.01,5,0,0.838289544,0.161710456,6
602,6,49,2,1,2,13,0,7500,8,0,0.838352613,0.161647387,6
2665,5,38,4,2,3,2,2,1250,5,1,0.838377956,0.161622044,6
2490,7,45,2,2,4,4,3,0.01,9,0,0.83863234,0.16136766,6
1633,8,54,2,1,4,9,3,0.01,4,0,0.838658246,0.161341754,6
3677,11,66,2,2,1,12,0,9000,8,0,0.838848142,0.161151858,6
1584,6,43,4,2,4,9,0,12105.3,8,1,0.83909188,0.16090812,6
2542,6,43,6,2,3,7,2,600,4,0,0.839128298,0.160871702,6
938,6,46,0,1,1,11,3,0.01,5,0,0.839153601,0.160846399,6
949,12,68,4,2,4,4,2,4000,5,1,0.839204005,0.160795995,6
2875,10,69,2,0,2,8,1,20505.3,5,0,0.839280292,0.160719708,6
2877,6,46,2,1,4,4,3,0.01,8,0,0.839558567,0.160441433,6
2551,9,62,4,1,4,4,0,6000,2,0,0.839565194,0.160434806,6
248,6,43,6,2,1,5,3,0.01,4,0,0.839692446,0.160307554,6
3721,7,52,3,1,1,5,2,5000,2,0,0.839870215,0.160129785,6
2561,9,60,2,1,5,10,3,0.01,20,0,0.840028984,0.159971016,6
2743,8,59,5,1,1,5,0,10000,3,0,0.840065313,0.159934687,6
1724,8,56,4,1,2,13,2,5000,2,0,0.840164766,0.159835234,6
3625,8,66,6,0,0,0,0,15000,13,0,0.840203535,0.159796465,6
165,8,60,2,1,1,5,2,3000,32,0,0.840301152,0.159698848,6
1099,8,57,2,1,4,9,0,6053.34,4,0,0.840412658,0.159587342,6
1619,7,52,4,1,4,9,2,2000,8,0,0.840628816,0.159371184,6
912,8,53,6,2,4,4,0,6000,1,0,0.841033673,0.158966327,6
2362,9,56,2,2,1,5,2,2000,5,1,0.841279149,0.158720851,6
2114,10,60,0,2,1,11,2,500,8,0,0.841349997,0.158650003,6
2714,9,57,0,2,1,11,0,6000,6,0,0.841366625,0.158633375,6
3631,6,43,4,2,4,9,2,660,12,0,0.841683762,0.158316238,6
3162,9,62,5,1,1,5,3,0.01,8,0,0.841695763,0.158304237,6
2579,6,49,4,1,2,8,2,1000,9,0,0.841712433,0.158287567,6
2220,6,45,6,2,1,5,2,600.01,9,0,0.841781254,0.158218746,6
1832,4,40,6,1,1,5,3,0.01,5,0,0.841836729,0.158163271,6
600,10,71,6,0,4,9,2,4000,6,0,0.841861152,0.158138848,6
1283,9,66,5,0,5,10,2,1000,5,0,0.841881352,0.158118648,6
424,7,50,1,1,4,4,3,0.01,5,1,0.842016733,0.157983267,6
65,6,52,3,0,4,4,3,0.01,7,0,0.842192228,0.157807772,6
55,11,62,4,3,1,5,0,6000,4,0,0.842251291,0.157748709,6
2183,10,55,4,3,2,6,2,1000,1,0,0.84227206,0.15772794,6
1888,8,52,4,2,1,3,3,0.01,8,0,0.842395928,0.157604072,6
222,10,66,2,1,4,4,0,9000,5,0,0.842425942,0.157574058,6
2770,6,47,0,1,1,12,3,0.01,10,1,0.842441488,0.157558512,6
2633,8,61,3,0,4,4,3,0.01,8,0,0.842712727,0.157287273,6
1829,10,66,1,1,4,4,0,9600,8,1,0.843075268,0.156924732,6
3799,11,67,6,2,2,8,0,9000,2,0,0.843145314,0.156854686,6
2692,11,65,3,2,4,9,0,10000,4,0,0.843148591,0.156851409,6
2355,7,42,1,3,4,4,0,9600,8,0,0.843237312,0.156762688,6
3536,10,66,2,1,1,5,3,0.01,12,0,0.843295696,0.156704304,6
1157,12,76,3,1,4,9,0,6000,9,1,0.843419644,0.156580356,6
1473,10,62,6,2,1,3,2,2038.76,3,0,0.843443932,0.156556068,6
2640,10,61,3,2,1,5,2,2500,5,0,0.843495569,0.156504431,6
3123,11,64,6,2,1,12,1,30035.5,8,0,0.843522481,0.156477519,6
479,9,65,0,1,1,11,0,6000,25,0,0.843582034,0.156417966,6
2915,8,57,2,1,1,5,3,0.01,10,0,0.843677839,0.156322161,6
3839,5,40,4,2,2,13,0,6000,1,0,0.843730336,0.156269664,6
1991,9,59,3,2,1,3,0,6000.01,8,0,0.843788258,0.156211742,6
2758,10,65,2,1,4,4,2,3000,8,0,0.844009375,0.155990625,6
2201,6,48,3,1,1,5,3,0.01,5,0,0.844025662,0.155974338,6
2247,6,48,3,1,1,5,3,0.01,5,0,0.844025662,0.155974338,6
1348,10,66,4,1,1,5,3,0.01,5,1,0.844127263,0.155872737,6
1675,8,45,4,3,4,4,3,0.01,5,0,0.844252629,0.155747371,6
2319,11,73,5,1,2,13,2,4419.56,25,1,0.844315642,0.155684358,6
2135,7,53,5,1,2,8,2,3000,2,0,0.844319976,0.155680024,6
2326,6,45,6,2,1,12,2,1080,9,0,0.84442911,0.15557089,6
383,7,58,5,0,4,4,2,3000,5,0,0.844529972,0.155470028,6
3492,5,50,3,0,4,9,0,6000,3,0,0.844568831,0.155431169,6
3372,8,59,5,1,3,7,0,6000,2,0,0.844661624,0.155338376,6
1206,11,72,5,1,1,5,2,3000,8,0,0.844694708,0.155305292,6
1088,7,50,2,1,5,10,3,0.01,5,0,0.844701453,0.155298547,6
3388,6,49,3,1,2,8,2,1280,9,1,0.844735876,0.155264124,6
1683,8,46,4,3,4,4,2,4765.51,8,0,0.844930356,0.155069644,6
2994,9,62,2,1,1,3,2,2044.49,5,1,0.845146973,0.154853027,6
2447,12,70,6,2,5,10,0,11381.6,3,0,0.84555489,0.15444511,6
2158,8,57,4,1,2,13,2,3000,2,1,0.845572305,0.154427695,6
2890,9,52,3,3,3,2,0,8400,3,0,0.845696843,0.154303157,6
2321,6,50,6,1,2,13,0,12000,1,1,0.845805192,0.154194808,6
2772,7,55,5,1,1,5,2,500,9,0,0.845828759,0.154171241,6
2503,8,58,5,1,2,8,2,3000,5,1,0.846031279,0.153968721,6
2262,6,42,3,2,4,4,3,0.01,9,1,0.846380229,0.153619771,6
246,10,69,4,1,2,13,0,6000,11,0,0.846402651,0.153597349,6
387,8,57,2,1,1,12,3,0.01,9,0,0.846702618,0.153297382,6
3155,11,73,2,1,0,0,0,6000,1,1,0.846714207,0.153285793,6
609,7,49,6,2,1,3,2,2000,1,0,0.846766598,0.153233402,6
777,10,63,4,2,2,8,0,6053.34,4,0,0.846780805,0.153219195,6
2820,12,76,4,1,3,7,0,10850,3,0,0.846826317,0.153173683,6
1097,8,51,2,2,2,8,2,5000,2,0,0.847090698,0.152909302,6
1691,9,63,4,1,2,8,2,600,9,0,0.847120533,0.152879467,6
218,11,70,2,1,1,5,1,21604.4,9,1,0.847182758,0.152817242,6
2280,9,68,1,0,1,3,2,1500,10,0,0.847226583,0.152773417,6
1519,9,51,1,3,4,4,0,12158.7,8,0,0.847232883,0.152767117,6
2938,8,48,6,3,1,3,3,0.01,8,0,0.847330782,0.152669218,6
3512,3,36,2,1,4,4,0,6053.34,3,0,0.84736769,0.15263231,6
1553,8,51,5,2,4,9,3,0.01,5,0,0.847448495,0.152551505,6
2891,6,54,6,0,4,4,2,3000,2,0,0.847465756,0.152534244,6
3298,8,56,2,1,4,4,3,0.01,9,1,0.847507558,0.152492442,6
2532,10,69,6,1,1,5,2,1900,12,0,0.847639123,0.152360877,6
509,11,73,1,1,1,12,0,6025,11,0,0.847715382,0.152284618,6
3699,9,63,3,1,1,5,2,3000,9,0,0.847798257,0.152201743,6
1147,4,40,6,1,2,13,3,0.01,5,0,0.847824959,0.152175041,6
1478,9,63,4,1,4,4,0,6000,1,1,0.847887629,0.152112371,6
3249,9,63,4,1,4,4,0,6000,1,1,0.847887629,0.152112371,6
2011,8,53,3,2,1,5,2,1000,5,0,0.847927313,0.152072687,6
2149,9,62,3,1,1,5,3,0.01,7,0,0.848015917,0.151984083,6
569,10,69,2,0,4,9,1,22000,5,0,0.848243477,0.151756523,6
3733,9,65,2,1,1,5,0,12000,18,0,0.848631382,0.151368618,6
2995,8,53,6,2,2,13,2,3000,4,0,0.84868298,0.15131702,6
3216,5,44,2,1,4,9,0,10000,1,1,0.848688817,0.151311183,6
2056,8,52,3,2,1,12,3,0.01,7,0,0.848726,0.151274,6
2245,10,66,2,1,4,9,0,15000,6,0,0.849113662,0.150886338,6
337,7,49,4,2,0,0,3,0.01,7,0,0.849162171,0.150837829,6
1472,4,45,6,0,4,4,3,0.01,5,0,0.849162289,0.150837711,6
2457,9,63,4,1,4,9,0,12000,8,0,0.849221359,0.150778641,6
3847,7,48,5,2,4,4,2,85,3,0,0.84926959,0.15073041,6
1282,9,68,3,0,1,5,2,4000,5,1,0.849373679,0.150626321,6
1661,8,54,4,2,3,2,0,12000,8,0,0.849500072,0.150499928,6
1455,8,61,2,0,4,9,3,0.01,5,0,0.84958488,0.15041512,6
2437,5,44,4,1,2,8,3,0.01,4,0,0.84959566,0.15040434,6
421,10,61,6,2,5,10,2,1354.29,5,0,0.849840328,0.150159672,6
1408,7,49,6,2,1,3,3,0.01,5,0,0.849962924,0.150037076,6
3093,4,40,1,1,1,12,2,4000,8,0,0.850012637,0.149987363,6
301,8,55,6,2,1,3,2,100.02,8,1,0.850290759,0.149709241,6
3263,11,71,1,1,4,4,0,16000,12,0,0.850317883,0.149682117,6
2669,8,53,4,2,1,5,3,0.01,8,0,0.850323129,0.149676871,6
22,10,68,2,1,4,4,0,12000,16,0,0.850339609,0.149660391,6
2955,12,75,4,1,4,9,2,1000,4,0,0.850361666,0.149638334,6
3793,6,52,3,1,1,5,0,6105.32,8,1,0.850405383,0.149594617,6
3736,9,57,4,2,2,8,2,3000,3,0,0.850445458,0.149554542,6
1375,11,70,2,1,4,9,2,1000,5,0,0.850497049,0.149502951,6
1987,7,61,3,0,1,5,0,6000,1,0,0.85057888,0.14942112,6
2870,10,67,4,1,4,9,2,1500,11,0,0.85058229,0.14941771,6
1068,10,68,5,1,1,3,2,4000,5,1,0.85067486,0.14932514,6
1338,11,73,2,1,1,12,0,14400,14,1,0.850747389,0.149252611,6
3740,5,45,3,1,4,4,2,3000,14,0,0.850777409,0.149222591,6
610,9,61,3,1,4,4,3,0.01,7,1,0.850895303,0.149104697,6
1205,7,50,6,2,1,5,2,2000,5,0,0.851089436,0.148910564,6
2587,6,48,2,1,2,8,3,0.01,5,0,0.851097564,0.148902436,6
2937,4,47,6,0,1,3,3,0.01,7,0,0.85113802,0.14886198,6
1474,11,71,2,1,4,4,1,22500,25,0,0.851409025,0.148590975,6
3596,8,48,5,3,1,5,3,0.01,7,0,0.851446968,0.148553032,6
1538,6,48,4,1,4,4,3,0.01,5,0,0.851526016,0.148473984,6
185,8,59,4,1,4,4,0,12106.7,7,0,0.85161119,0.14838881,6
2328,13,73,4,3,4,4,0,12106.7,30,0,0.851615559,0.148384441,6
1820,8,64,5,0,1,5,3,0.01,5,0,0.851663543,0.148336457,6
726,3,42,5,0,1,5,3,0.01,5,0,0.851829379,0.148170621,6
1646,5,51,4,0,2,8,2,3000,8,0,0.851912915,0.148087085,6
839,9,56,4,2,4,4,3,0.01,6,0,0.852015594,0.147984406,6
3797,9,54,2,3,1,3,0,6000,5,0,0.852026777,0.147973223,6
1622,8,59,4,1,2,8,2,3000,9,1,0.852401438,0.147598562,6
789,10,67,2,1,1,3,3,0.01,9,0,0.852590383,0.147409617,6
2488,4,42,6,1,3,7,2,0.02,8,0,0.852621481,0.147378519,6
2462,4,40,1,1,2,13,2,3050,8,0,0.852799461,0.147200539,6
990,10,59,2,2,4,4,1,20539,3,0,0.852840884,0.147159116,6
960,7,54,4,1,4,9,2,500,9,0,0.852848301,0.147151699,6
391,10,68,4,1,1,5,2,3000,5,1,0.852899283,0.147100717,6
635,6,49,3,1,2,8,3,0.01,8,0,0.853009012,0.146990988,6
2402,6,49,4,1,4,4,2,3000,5,0,0.853029848,0.146970152,6
1903,10,64,5,2,2,8,0,9000,5,0,0.853357302,0.146642698,6
1593,8,52,2,2,4,9,2,1260,7,0,0.853420097,0.146579903,6
989,8,60,6,1,1,5,2,3000,5,0,0.853421759,0.146578241,6
1938,11,62,3,3,2,13,0,6000,1,0,0.853448978,0.146551022,6
1505,7,61,5,0,4,4,0,6000,3,0,0.853577639,0.146422361,6
1790,5,39,2,2,2,6,3,0.01,8,0,0.853667839,0.146332161,6
898,8,58,3,1,2,6,3,0.01,8,0,0.853769737,0.146230263,6
573,11,73,4,1,2,13,0,20000,15,0,0.85383296,0.14616704,6
1535,8,59,5,1,4,4,2,500,8,0,0.853848854,0.146151146,6
1575,9,53,3,3,4,4,0,8025,6,0,0.853949214,0.146050786,6
1692,7,56,4,1,2,13,0,6000,4,0,0.854012593,0.145987407,6
1720,5,38,1,2,4,4,2,3000,3,1,0.854110492,0.145889508,6
85,9,68,3,0,4,4,2,4000,11,0,0.85416297,0.14583703,6
3579,8,58,3,1,2,8,3,0.01,8,0,0.854350277,0.145649723,6
3281,9,64,4,1,4,9,0,7400,5,0,0.85441557,0.14558443,6
2048,10,75,5,0,4,9,0,6000,10,0,0.854598922,0.145401078,6
1160,9,62,2,1,4,4,2,1000,5,0,0.854760676,0.145239324,6
232,9,66,5,1,1,3,0,10000,7,0,0.854824148,0.145175852,6
1140,6,50,6,1,2,8,3,0.01,5,0,0.854836841,0.145163159,6
1471,7,47,3,2,4,4,3,0.01,4,0,0.854966348,0.145033652,6
399,12,76,2,1,2,8,2,3052.66,7,0,0.854975348,0.145024652,6
2869,8,49,2,3,4,4,2,4000,26,1,0.855340411,0.144659589,6
3704,6,56,3,0,4,9,0,9800,8,0,0.855425222,0.144574778,7
2493,10,56,3,3,4,4,2,1500,5,0,0.855487643,0.144512357,7
3277,7,59,2,0,4,4,0,18106.7,7,0,0.855558244,0.144441756,7
3445,5,48,4,1,1,12,0,9107.64,8,0,0.855624396,0.144375604,7
1640,9,60,3,2,1,3,0,8100,5,0,0.855661123,0.144338877,7
129,5,40,6,2,4,4,3,0.01,9,1,0.855671886,0.144328114,7
23,7,55,3,1,2,6,2,500,8,0,0.855679498,0.144320502,7
2374,7,53,5,1,5,10,3,0.01,8,0,0.855699522,0.144300478,7
1047,9,62,2,1,3,2,1,21000,12,0,0.855727143,0.144272857,7
3672,7,51,4,2,1,5,0,17000,11,1,0.855811311,0.144188689,7
3323,8,53,5,2,4,4,3,0.01,10,0,0.855898519,0.144101481,7
2764,6,49,4,1,4,4,3,0.01,8,1,0.856003737,0.143996263,7
537,9,65,6,1,1,5,2,4885.89,9,0,0.856012154,0.143987846,7
263,5,45,6,1,4,4,3,0.01,5,0,0.856229197,0.143770803,7
1853,11,66,6,2,1,3,1,26693.8,3,0,0.856258823,0.143741177,7
3830,7,49,5,2,2,13,3,0.01,8,0,0.85630178,0.14369822,7
231,6,50,3,1,2,13,2,1000,5,0,0.856553399,0.143446601,7
1946,5,53,2,0,1,12,0,6000,6,0,0.856639021,0.143360979,7
1917,12,75,2,1,4,9,0,18781,3,1,0.856696984,0.143303016,7
2454,10,68,4,1,1,5,3,0.01,7,1,0.856714133,0.143285867,7
2793,7,60,2,0,4,4,2,750,14,0,0.856719439,0.143280561,7
3769,7,48,6,2,5,10,3,0.01,7,0,0.856789792,0.143210208,7
